Year,Month,Entry,Exit,Riders
2021,Jan,BK,FM, 6 
2021,Jan,BK,CN, 6 
2021,Jan,BK,PH, 7 
2021,Jan,BK,WC, 7 
2021,Jan,BK,LF, 3 
2021,Jan,BK,OR, 2 
2021,Jan,BK,RR, 2 
2021,Jan,BK,OW, 10 
2021,Jan,BK,EM, 50 
2021,Jan,BK,MT, 37 
2021,Jan,BK,PL, 39 
2021,Jan,BK,CC, 41 
2021,Jan,BK,16, 20 
2021,Jan,BK,24, 21 
2021,Jan,BK,GP, 9 
2021,Jan,BK,BP, 10 
2021,Jan,BK,DC, 7 
2021,Jan,BK,CM, 1 
2021,Jan,BK,CV, 3 
2021,Jan,BK,ED, 6 
2021,Jan,BK,NC, 2 
2021,Jan,BK,WP, 9 
2021,Jan,BK,SS, 3 
2021,Jan,BK,SB, 2 
2021,Jan,BK,SO, 3 
2021,Jan,BK,MB, 6 
2021,Jan,BK,WD, 2 
2021,Jan,BK,OA, 1 
2021,Jan,BK,WS, 3 
2021,Jan,BK,ML, 3 
2021,Jan,BK,BE, 7 
2021,Jan,BK,PC, 3 
2021,Jan,BK,AN, 5 
2021,Jan,AS,RM, 23 
2021,Jan,AS,EN, 31 
2021,Jan,AS,EP, 15 
2021,Jan,AS,NB, 8 
2021,Jan,AS,BK, 32 
2021,Jan,AS,AS, 3 
2021,Jan,AS,MA, 17 
2021,Jan,AS,19, 15 
2021,Jan,AS,12, 20 
2021,Jan,AS,LM, 8 
2021,Jan,AS,FV, 26 
2021,Jan,AS,CL, 15 
2021,Jan,AS,SL, 12 
2021,Jan,AS,BF, 6 
2021,Jan,AS,HY, 5 
2021,Jan,AS,SH, 2 
2021,Jan,AS,UC, 6 
2021,Jan,AS,FM, 2 
2021,Jan,AS,CN, 6 
2021,Jan,AS,PH, 5 
2021,Jan,AS,WC, 1 
2021,Jan,AS,LF, 1 
2021,Jan,AS,OR, 1 
2021,Jan,AS,RR, 1 
2021,Jan,AS,OW, 8 
2021,Jan,AS,EM, 31 
2021,Jan,AS,MT, 33 
2021,Jan,AS,PL, 37 
2021,Jan,AS,CC, 34 
2021,Jan,AS,16, 18 
2021,Jan,AS,24, 15 
2021,Jan,AS,GP, 3 
2021,Jan,AS,BP, 4 
2021,Jan,AS,DC, 4 
2021,Jan,AS,CM, 1 
2021,Jan,AS,CV, 1 
2021,Jan,AS,ED, 2 
2021,Jan,AS,NC, 0 
2021,Jan,AS,WP, 2 
2021,Jan,AS,SS, 1 
2021,Jan,AS,SB, 5 
2021,Jan,AS,SO, 2 
2021,Jan,AS,MB, 2 
2021,Jan,AS,WD, 1 
2021,Jan,AS,OA, 1 
2021,Jan,AS,WS, 4 
2021,Jan,AS,ML, 2 
2021,Jan,AS,BE, 3 
2021,Jan,AS,PC, 1 
2021,Jan,AS,AN, 2 
2021,Jan,MA,RM, 31 
2021,Jan,MA,EN, 49 
2021,Jan,MA,EP, 19 
2021,Jan,MA,NB, 12 
2021,Jan,MA,BK, 35 
2021,Jan,MA,AS, 14 
2021,Jan,MA,MA, 7 
2021,Jan,MA,19, 12 
2021,Jan,MA,12, 22 
2021,Jan,MA,LM, 7 
2021,Jan,MA,FV, 35 
2021,Jan,MA,CL, 32 
2021,Jan,MA,SL, 26 
2021,Jan,MA,BF, 22 
2021,Jan,MA,HY, 15 
2021,Jan,MA,SH, 13 
2021,Jan,MA,UC, 10 
2021,Jan,MA,FM, 10 
2021,Jan,MA,CN, 24 
2021,Jan,MA,PH, 21 
2021,Jan,MA,WC, 20 
2021,Jan,MA,LF, 6 
2021,Jan,MA,OR, 5 
2021,Jan,MA,RR, 8 
2021,Jan,MA,OW, 15 
2021,Jan,MA,EM, 64 
2021,Jan,MA,MT, 68 
2021,Jan,MA,PL, 82 
2021,Jan,MA,CC, 87 
2021,Jan,MA,16, 46 
2021,Jan,MA,24, 30 
2021,Jan,MA,GP, 13 
2021,Jan,MA,BP, 11 
2021,Jan,MA,DC, 11 
2021,Jan,MA,CM, 5 
2021,Jan,MA,CV, 3 
2021,Jan,MA,ED, 9 
2021,Jan,MA,NC, 4 
2021,Jan,MA,WP, 31 
2021,Jan,MA,SS, 4 
2021,Jan,MA,SB, 3 
2021,Jan,MA,SO, 7 
2021,Jan,MA,MB, 5 
2021,Jan,MA,WD, 2 
2021,Jan,MA,OA, 1 
2021,Jan,MA,WS, 3 
2021,Jan,MA,ML, 4 
2021,Jan,MA,BE, 3 
2021,Jan,MA,PC, 13 
2021,Jan,MA,AN, 21 
2021,Jan,19,RM, 23 
2021,Jan,19,EN, 38 
2021,Jan,19,EP, 18 
2021,Jan,19,NB, 13 
2021,Jan,19,BK, 37 
2021,Jan,19,AS, 18 
2021,Jan,19,MA, 15 
2021,Jan,19,19, 4 
2021,Jan,19,12, 5 
2021,Jan,19,LM, 4 
2021,Jan,19,FV, 27 
2021,Jan,19,CL, 24 
2021,Jan,19,SL, 20 
2021,Jan,19,BF, 24 
2021,Jan,19,HY, 22 
2021,Jan,19,SH, 9 
2021,Jan,19,UC, 13 
2021,Jan,19,FM, 8 
2021,Jan,19,CN, 19 
2021,Jan,19,PH, 20 
2021,Jan,19,WC, 12 
2021,Jan,19,LF, 4 
2021,Jan,19,OR, 6 
2021,Jan,19,RR, 9 
2021,Jan,19,OW, 10 
2021,Jan,19,EM, 85 
2021,Jan,19,MT, 80 
2021,Jan,19,PL, 72 
2021,Jan,19,CC, 80 
2021,Jan,19,16, 40 
2021,Jan,19,24, 23 
2021,Jan,19,GP, 12 
2021,Jan,19,BP, 15 
2021,Jan,19,DC, 11 
2021,Jan,19,CM, 4 
2021,Jan,19,CV, 3 
2021,Jan,19,ED, 5 
2021,Jan,19,NC, 6 
2021,Jan,19,WP, 22 
2021,Jan,19,SS, 3 
2021,Jan,19,SB, 5 
2021,Jan,19,SO, 5 
2021,Jan,19,MB, 4 
2021,Jan,19,WD, 4 
2021,Jan,19,OA, 1 
2021,Jan,19,WS, 5 
2021,Jan,19,ML, 6 
2021,Jan,19,BE, 4 
2021,Jan,19,PC, 7 
2021,Jan,19,AN, 15 
2021,Jan,12,RM, 40 
2021,Jan,12,EN, 60 
2021,Jan,12,EP, 36 
2021,Jan,12,NB, 11 
2021,Jan,12,BK, 47 
2021,Jan,12,AS, 25 
2021,Jan,12,MA, 24 
2021,Jan,12,19, 5 
2021,Jan,12,12, 11 
2021,Jan,12,LM, 5 
2021,Jan,12,FV, 29 
2021,Jan,12,CL, 39 
2021,Jan,12,SL, 44 
2021,Jan,12,BF, 35 
2021,Jan,12,HY, 32 
2021,Jan,12,SH, 15 
2021,Jan,12,UC, 19 
2021,Jan,12,FM, 15 
2021,Jan,12,CN, 23 
2021,Jan,12,PH, 25 
2021,Jan,12,WC, 21 
2021,Jan,12,LF, 4 
2021,Jan,12,OR, 7 
2021,Jan,12,RR, 12 
2021,Jan,12,OW, 19 
2021,Jan,12,EM, 82 
2021,Jan,12,MT, 87 
2021,Jan,12,PL, 109 
2021,Jan,12,CC, 71 
2021,Jan,12,16, 41 
2021,Jan,12,24, 27 
2021,Jan,12,GP, 13 
2021,Jan,12,BP, 21 
2021,Jan,12,DC, 19 
2021,Jan,12,CM, 8 
2021,Jan,12,CV, 2 
2021,Jan,12,ED, 7 
2021,Jan,12,NC, 6 
2021,Jan,12,WP, 20 
2021,Jan,12,SS, 11 
2021,Jan,12,SB, 8 
2021,Jan,12,SO, 8 
2021,Jan,12,MB, 7 
2021,Jan,12,WD, 2 
2021,Jan,12,OA, 2 
2021,Jan,12,WS, 5 
2021,Jan,12,ML, 4 
2021,Jan,12,BE, 5 
2021,Jan,12,PC, 7 
2021,Jan,12,AN, 22 
2021,Jan,LM,RM, 9 
2021,Jan,LM,EN, 17 
2021,Jan,LM,EP, 7 
2021,Jan,LM,NB, 7 
2021,Jan,LM,BK, 16 
2021,Jan,LM,AS, 6 
2021,Jan,LM,MA, 6 
2021,Jan,LM,19, 4 
2021,Jan,LM,12, 4 
2021,Jan,LM,LM, 5 
2021,Jan,LM,FV, 28 
2021,Jan,LM,CL, 31 
2021,Jan,LM,SL, 62 
2021,Jan,LM,BF, 47 
2021,Jan,LM,HY, 25 
2021,Jan,LM,SH, 20 
2021,Jan,LM,UC, 14 
2021,Jan,LM,FM, 17 
2021,Jan,LM,CN, 4 
2021,Jan,LM,PH, 6 
2021,Jan,LM,WC, 5 
2021,Jan,LM,LF, 1 
2021,Jan,LM,OR, 0 
2021,Jan,LM,RR, 2 
2021,Jan,LM,OW, 4 
2021,Jan,LM,EM, 72 
2021,Jan,LM,MT, 68 
2021,Jan,LM,PL, 84 
2021,Jan,LM,CC, 65 
2021,Jan,LM,16, 36 
2021,Jan,LM,24, 23 
2021,Jan,LM,GP, 12 
2021,Jan,LM,BP, 17 
2021,Jan,LM,DC, 10 
2021,Jan,LM,CM, 2 
2021,Jan,LM,CV, 20 
2021,Jan,LM,ED, 21 
2021,Jan,LM,NC, 2 
2021,Jan,LM,WP, 3 
2021,Jan,LM,SS, 2 
2021,Jan,LM,SB, 1 
2021,Jan,LM,SO, 3 
2021,Jan,LM,MB, 2 
2021,Jan,LM,WD, 12 
2021,Jan,LM,OA, 1 
2021,Jan,LM,WS, 10 
2021,Jan,LM,ML, 5 
2021,Jan,LM,BE, 9 
2021,Jan,LM,PC, 2 
2021,Jan,LM,AN, 5 
2021,Jan,FV,RM, 24 
2021,Jan,FV,EN, 38 
2021,Jan,FV,EP, 13 
2021,Jan,FV,NB, 16 
2021,Jan,FV,BK, 45 
2021,Jan,FV,AS, 30 
2021,Jan,FV,MA, 39 
2021,Jan,FV,19, 22 
2021,Jan,FV,12, 24 
2021,Jan,FV,LM, 34 
2021,Jan,FV,FV, 11 
2021,Jan,FV,CL, 62 
2021,Jan,FV,SL, 82 
2021,Jan,FV,BF, 80 
2021,Jan,FV,HY, 54 
2021,Jan,FV,SH, 29 
2021,Jan,FV,UC, 30 
2021,Jan,FV,FM, 31 
2021,Jan,FV,CN, 8 
2021,Jan,FV,PH, 4 
2021,Jan,FV,WC, 9 
2021,Jan,FV,LF, 5 
2021,Jan,FV,OR, 9 
2021,Jan,FV,RR, 14 
2021,Jan,FV,OW, 35 
2021,Jan,FV,EM, 121 
2021,Jan,FV,MT, 134 
2021,Jan,FV,PL, 152 
2021,Jan,FV,CC, 164 
2021,Jan,FV,16, 63 
2021,Jan,FV,24, 63 
2021,Jan,FV,GP, 16 
2021,Jan,FV,BP, 17 
2021,Jan,FV,DC, 17 
2021,Jan,FV,CM, 5 
2021,Jan,FV,CV, 14 
2021,Jan,FV,ED, 50 
2021,Jan,FV,NC, 1 
2021,Jan,FV,WP, 6 
2021,Jan,FV,SS, 3 
2021,Jan,FV,SB, 7 
2021,Jan,FV,SO, 5 
2021,Jan,FV,MB, 4 
2021,Jan,FV,WD, 18 
2021,Jan,FV,OA, 3 
2021,Jan,FV,WS, 18 
2021,Jan,FV,ML, 5 
2021,Jan,FV,BE, 12 
2021,Jan,FV,PC, 4 
2021,Jan,FV,AN, 7 
2021,Jan,CL,RM, 26 
2021,Jan,CL,EN, 25 
2021,Jan,CL,EP, 7 
2021,Jan,CL,NB, 10 
2021,Jan,CL,BK, 29 
2021,Jan,CL,AS, 15 
2021,Jan,CL,MA, 29 
2021,Jan,CL,19, 26 
2021,Jan,CL,12, 33 
2021,Jan,CL,LM, 42 
2021,Jan,CL,FV, 66 
2021,Jan,CL,CL, 8 
2021,Jan,CL,SL, 44 
2021,Jan,CL,BF, 45 
2021,Jan,CL,HY, 31 
2021,Jan,CL,SH, 20 
2021,Jan,CL,UC, 18 
2021,Jan,CL,FM, 18 
2021,Jan,CL,CN, 8 
2021,Jan,CL,PH, 3 
2021,Jan,CL,WC, 4 
2021,Jan,CL,LF, 2 
2021,Jan,CL,OR, 0 
2021,Jan,CL,RR, 6 
2021,Jan,CL,OW, 28 
2021,Jan,CL,EM, 75 
2021,Jan,CL,MT, 76 
2021,Jan,CL,PL, 90 
2021,Jan,CL,CC, 85 
2021,Jan,CL,16, 32 
2021,Jan,CL,24, 35 
2021,Jan,CL,GP, 13 
2021,Jan,CL,BP, 14 
2021,Jan,CL,DC, 15 
2021,Jan,CL,CM, 2 
2021,Jan,CL,CV, 9 
2021,Jan,CL,ED, 25 
2021,Jan,CL,NC, 1 
2021,Jan,CL,WP, 6 
2021,Jan,CL,SS, 3 
2021,Jan,CL,SB, 4 
2021,Jan,CL,SO, 4 
2021,Jan,CL,MB, 5 
2021,Jan,CL,WD, 8 
2021,Jan,CL,OA, 3 
2021,Jan,CL,WS, 12 
2021,Jan,CL,ML, 3 
2021,Jan,CL,BE, 7 
2021,Jan,CL,PC, 2 
2021,Jan,CL,AN, 11 
2021,Jan,SL,RM, 12 
2021,Jan,SL,EN, 15 
2021,Jan,SL,EP, 7 
2021,Jan,SL,NB, 6 
2021,Jan,SL,BK, 20 
2021,Jan,SL,AS, 9 
2021,Jan,SL,MA, 27 
2021,Jan,SL,19, 20 
2021,Jan,SL,12, 43 
2021,Jan,SL,LM, 61 
2021,Jan,SL,FV, 80 
2021,Jan,SL,CL, 37 
2021,Jan,SL,SL, 5 
2021,Jan,SL,BF, 33 
2021,Jan,SL,HY, 39 
2021,Jan,SL,SH, 31 
2021,Jan,SL,UC, 20 
2021,Jan,SL,FM, 22 
2021,Jan,SL,CN, 5 
2021,Jan,SL,PH, 4 
2021,Jan,SL,WC, 4 
2021,Jan,SL,LF, 2 
2021,Jan,SL,OR, 2 
2021,Jan,SL,RR, 5 
2021,Jan,SL,OW, 13 
2021,Jan,SL,EM, 105 
2021,Jan,SL,MT, 114 
2021,Jan,SL,PL, 93 
2021,Jan,SL,CC, 71 
2021,Jan,SL,16, 35 
2021,Jan,SL,24, 28 
2021,Jan,SL,GP, 10 
2021,Jan,SL,BP, 10 
2021,Jan,SL,DC, 9 
2021,Jan,SL,CM, 3 
2021,Jan,SL,CV, 16 
2021,Jan,SL,ED, 28 
2021,Jan,SL,NC, 1 
2021,Jan,SL,WP, 4 
2021,Jan,SL,SS, 4 
2021,Jan,SL,SB, 4 
2021,Jan,SL,SO, 6 
2021,Jan,SL,MB, 2 
2021,Jan,SL,WD, 16 
2021,Jan,SL,OA, 1 
2021,Jan,SL,WS, 12 
2021,Jan,SL,ML, 5 
2021,Jan,SL,BE, 6 
2021,Jan,SL,PC, 5 
2021,Jan,SL,AN, 5 
2021,Jan,BF,RM, 8 
2021,Jan,BF,EN, 12 
2021,Jan,BF,EP, 4 
2021,Jan,BF,NB, 5 
2021,Jan,BF,BK, 15 
2021,Jan,BF,AS, 6 
2021,Jan,BF,MA, 19 
2021,Jan,BF,19, 25 
2021,Jan,BF,12, 30 
2021,Jan,BF,LM, 47 
2021,Jan,BF,FV, 78 
2021,Jan,BF,CL, 45 
2021,Jan,BF,SL, 32 
2021,Jan,BF,BF, 5 
2021,Jan,BF,HY, 28 
2021,Jan,BF,SH, 24 
2021,Jan,BF,UC, 18 
2021,Jan,BF,FM, 24 
2021,Jan,BF,CN, 4 
2021,Jan,BF,PH, 3 
2021,Jan,BF,WC, 4 
2021,Jan,BF,LF, 1 
2021,Jan,BF,OR, 3 
2021,Jan,BF,RR, 3 
2021,Jan,BF,OW, 19 
2021,Jan,BF,EM, 78 
2021,Jan,BF,MT, 97 
2021,Jan,BF,PL, 82 
2021,Jan,BF,CC, 79 
2021,Jan,BF,16, 32 
2021,Jan,BF,24, 25 
2021,Jan,BF,GP, 8 
2021,Jan,BF,BP, 11 
2021,Jan,BF,DC, 8 
2021,Jan,BF,CM, 2 
2021,Jan,BF,CV, 8 
2021,Jan,BF,ED, 36 
2021,Jan,BF,NC, 2 
2021,Jan,BF,WP, 3 
2021,Jan,BF,SS, 3 
2021,Jan,BF,SB, 5 
2021,Jan,BF,SO, 5 
2021,Jan,BF,MB, 2 
2021,Jan,BF,WD, 22 
2021,Jan,BF,OA, 0 
2021,Jan,BF,WS, 13 
2021,Jan,BF,ML, 5 
2021,Jan,BF,BE, 6 
2021,Jan,BF,PC, 2 
2021,Jan,BF,AN, 2 
2021,Jan,HY,RM, 7 
2021,Jan,HY,EN, 9 
2021,Jan,HY,EP, 3 
2021,Jan,HY,NB, 6 
2021,Jan,HY,BK, 15 
2021,Jan,HY,AS, 5 
2021,Jan,HY,MA, 13 
2021,Jan,HY,19, 19 
2021,Jan,HY,12, 28 
2021,Jan,HY,LM, 28 
2021,Jan,HY,FV, 53 
2021,Jan,HY,CL, 36 
2021,Jan,HY,SL, 39 
2021,Jan,HY,BF, 26 
2021,Jan,HY,HY, 6 
2021,Jan,HY,SH, 22 
2021,Jan,HY,UC, 27 
2021,Jan,HY,FM, 36 
2021,Jan,HY,CN, 4 
2021,Jan,HY,PH, 3 
2021,Jan,HY,WC, 3 
2021,Jan,HY,LF, 1 
2021,Jan,HY,OR, 1 
2021,Jan,HY,RR, 3 
2021,Jan,HY,OW, 9 
2021,Jan,HY,EM, 58 
2021,Jan,HY,MT, 46 
2021,Jan,HY,PL, 44 
2021,Jan,HY,CC, 36 
2021,Jan,HY,16, 20 
2021,Jan,HY,24, 12 
2021,Jan,HY,GP, 6 
2021,Jan,HY,BP, 6 
2021,Jan,HY,DC, 7 
2021,Jan,HY,CM, 1 
2021,Jan,HY,CV, 4 
2021,Jan,HY,ED, 15 
2021,Jan,HY,NC, 1 
2021,Jan,HY,WP, 2 
2021,Jan,HY,SS, 3 
2021,Jan,HY,SB, 4 
2021,Jan,HY,SO, 4 
2021,Jan,HY,MB, 2 
2021,Jan,HY,WD, 7 
2021,Jan,HY,OA, 2 
2021,Jan,HY,WS, 14 
2021,Jan,HY,ML, 15 
2021,Jan,HY,BE, 10 
2021,Jan,HY,PC, 2 
2021,Jan,HY,AN, 4 
2021,Jan,SH,RM, 6 
2021,Jan,SH,EN, 8 
2021,Jan,SH,EP, 4 
2021,Jan,SH,NB, 1 
2021,Jan,SH,BK, 8 
2021,Jan,SH,AS, 3 
2021,Jan,SH,MA, 10 
2021,Jan,SH,19, 9 
2021,Jan,SH,12, 12 
2021,Jan,SH,LM, 21 
2021,Jan,SH,FV, 32 
2021,Jan,SH,CL, 17 
2021,Jan,SH,SL, 29 
2021,Jan,SH,BF, 22 
2021,Jan,SH,HY, 24 
2021,Jan,SH,SH, 3 
2021,Jan,SH,UC, 15 
2021,Jan,SH,FM, 24 
2021,Jan,SH,CN, 3 
2021,Jan,SH,PH, 1 
2021,Jan,SH,WC, 2 
2021,Jan,SH,LF, 0 
2021,Jan,SH,OR, 0 
2021,Jan,SH,RR, 1 
2021,Jan,SH,OW, 6 
2021,Jan,SH,EM, 50 
2021,Jan,SH,MT, 48 
2021,Jan,SH,PL, 33 
2021,Jan,SH,CC, 30 
2021,Jan,SH,16, 19 
2021,Jan,SH,24, 15 
2021,Jan,SH,GP, 6 
2021,Jan,SH,BP, 5 
2021,Jan,SH,DC, 3 
2021,Jan,SH,CM, 2 
2021,Jan,SH,CV, 5 
2021,Jan,SH,ED, 9 
2021,Jan,SH,NC, 0 
2021,Jan,SH,WP, 3 
2021,Jan,SH,SS, 2 
2021,Jan,SH,SB, 2 
2021,Jan,SH,SO, 2 
2021,Jan,SH,MB, 1 
2021,Jan,SH,WD, 8 
2021,Jan,SH,OA, 1 
2021,Jan,SH,WS, 11 
2021,Jan,SH,ML, 7 
2021,Jan,SH,BE, 9 
2021,Jan,SH,PC, 3 
2021,Jan,SH,AN, 4 
2021,Jan,UC,RM, 4 
2021,Jan,UC,EN, 7 
2021,Jan,UC,EP, 5 
2021,Jan,UC,NB, 1 
2021,Jan,UC,BK, 13 
2021,Jan,UC,AS, 6 
2021,Jan,UC,MA, 10 
2021,Jan,UC,19, 11 
2021,Jan,UC,12, 19 
2021,Jan,UC,LM, 15 
2021,Jan,UC,FV, 28 
2021,Jan,UC,CL, 14 
2021,Jan,UC,SL, 20 
2021,Jan,UC,BF, 19 
2021,Jan,UC,HY, 33 
2021,Jan,UC,SH, 13 
2021,Jan,UC,UC, 4 
2021,Jan,UC,FM, 42 
2021,Jan,UC,CN, 2 
2021,Jan,UC,PH, 0 
2021,Jan,UC,WC, 2 
2021,Jan,UC,LF, 1 
2021,Jan,UC,OR, 0 
2021,Jan,UC,RR, 2 
2021,Jan,UC,OW, 3 
2021,Jan,UC,EM, 32 
2021,Jan,UC,MT, 31 
2021,Jan,UC,PL, 23 
2021,Jan,UC,CC, 30 
2021,Jan,UC,16, 9 
2021,Jan,UC,24, 9 
